gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size
hd 7690m rebrand,,480.0,25.6,1250.0,20.0,716.0,40.0,118.0
hd 7690m xt rebrand,,480.0,51.2,1250.0,25.0,716.0,40.0,118.0
hd 7730m,,512.0,28.8,675.0,25.0,1.0,28.0,123.0
hd 7750,,512.0,72.0,1250.0,55.0,1.0,28.0,123.0
hd 7750m,,512.0,64.0,1250.0,28.0,1.0,28.0,123.0
hd 7770 ghz edition,,640.0,72.0,1250.0,80.0,1.0,28.0,123.0
hd 7770m,,512.0,64.0,1250.0,32.0,1.0,28.0,123.0
hd 7850,,1024.0,153.6,1250.0,130.0,2.0,28.0,212.0
hd 7850m,,640.0,64.0,1250.0,40.0,1.0,28.0,123.0
hd 7870 ghz edition,,1280.0,153.6,1250.0,175.0,2.0,28.0,212.0
hd 7870 xt,,1536.0,192.0,975.0,185.0,4.0,28.0,352.0
hd 7870m,,640.0,64.0,1250.0,45.0,1.0,28.0,123.0
hd 7950,,1792.0,240.0,1250.0,200.0,4.0,28.0,352.0
hd 7950 boost,,1792.0,240.0,925.0,200.0,4.0,28.0,352.0
hd 7950 monica bios 1,,1536.0,240.0,1250.0,185.0,4.0,28.0,352.0
hd 7950 monica bios 2,,768.0,240.0,1250.0,85.0,4.0,28.0,352.0
hd 7950m,,1280.0,128.0,1250.0,75.0,2.0,28.0,212.0
hd 7970,2011.0,2048.0,264.0,1250.0,250.0,4.0,28.0,352.0
hd 7970 ghz edition,2011.0191082802548,2048.0,288.0,1050.0,300.0,4.0,28.0,352.0
hd 7970 x2,2011.0382165605095,2048.0,264.0,1250.0,500.0,4.0,28.0,352.0
hd 7970m,2011.0573248407643,1280.0,153.6,1250.0,100.0,2.0,28.0,212.0
hd 7970m x2,2011.0764331210191,1280.0,153.6,1250.0,200.0,2.0,28.0,212.0
wii u gpu,2011.095541401274,160.0,12.8,1250.0,33.0,880.0,40.0,146.0
hd 8180 igp,2011.1146496815286,128.0,40.0,1250.0,4.0,1.0,28.0,110.0
hd 8210e,2011.1337579617834,128.0,40.0,1250.0,9.0,1.0,28.0,110.0
hd 8240 mobile igp,2011.1528662420383,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8250 igp,2011.1719745222929,128.0,40.0,400.0,8.0,1.0,28.0,110.0
hd 8280 igp,2011.1910828025477,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8280 mobile igp,2011.2101910828026,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8280e,2011.2292993630574,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8310g igp,2011.248407643312,128.0,40.0,554.0,20.0,1.0,32.0,246.0
hd 8330 mobile igp,2011.2675159235669,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8330e,2011.2866242038217,128.0,40.0,1250.0,15.0,1.0,28.0,110.0
hd 8350 oem,2011.3057324840765,80.0,10.67,1250.0,19.0,292.0,40.0,59.0
hd 8350g igp,2011.3248407643312,128.0,40.0,720.0,35.0,1.0,32.0,246.0
hd 8370d igp,2011.343949044586,128.0,40.0,1250.0,65.0,1.0,32.0,246.0
hd 8400 igp,2011.3630573248408,128.0,40.0,1250.0,25.0,1.0,28.0,110.0
hd 8400 mobile igp,2011.3821656050955,128.0,40.0,1250.0,25.0,1.0,28.0,110.0
hd 8400e,2011.4012738853503,128.0,40.0,1250.0,25.0,1.0,28.0,110.0
hd 8410g igp,2011.4203821656051,192.0,40.0,600.0,35.0,1.0,32.0,246.0
hd 8450 oem,2011.43949044586,160.0,10.67,1250.0,18.0,370.0,40.0,67.0
hd 8450g igp,2011.4585987261146,192.0,40.0,720.0,35.0,1.0,32.0,246.0
hd 8470d igp,2011.4777070063694,192.0,40.0,1250.0,65.0,1.0,32.0,246.0
hd 8490 oem,2011.4968152866243,160.0,14.4,1250.0,35.0,370.0,40.0,67.0
hd 8510g igp,2011.5159235668789,384.0,40.0,1250.0,35.0,1.0,32.0,246.0
hd 8550d igp,2011.5350318471337,256.0,40.0,844.0,65.0,1.0,32.0,246.0
hd 8550g igp,2011.5541401273886,256.0,40.0,660.0,35.0,1.0,32.0,246.0
hd 8570a,2011.5732484076434,320.0,16.0,825.0,50.0,690.0,28.0,56.0
hd 8570d igp,2011.592356687898,256.0,40.0,1250.0,65.0,1.0,32.0,246.0
hd 8570m,2011.6114649681529,320.0,16.0,825.0,50.0,690.0,28.0,56.0
hd 8610g igp,2011.6305732484077,384.0,40.0,626.0,35.0,1.0,32.0,246.0
hd 8650d igp,2011.6496815286623,384.0,40.0,844.0,65.0,1.0,32.0,246.0
hd 8650g igp,2011.6687898089172,384.0,40.0,720.0,35.0,1.0,32.0,246.0
hd 8670a,2011.687898089172,320.0,16.0,1250.0,45.0,690.0,28.0,56.0
hd 8670a,2011.7070063694268,384.0,16.0,1250.0,45.0,950.0,28.0,77.0
hd 8670d igp,2011.7261146496814,384.0,40.0,1250.0,100.0,1.0,32.0,246.0
hd 8670m,2011.7452229299363,320.0,14.4,975.0,50.0,690.0,28.0,56.0
hd 8670m,2011.7643312101911,384.0,14.4,825.0,50.0,950.0,28.0,77.0
hd 8730a,2011.783439490446,384.0,32.0,700.0,50.0,950.0,28.0,77.0
hd 8730m,2011.8025477707006,384.0,28.8,700.0,50.0,950.0,28.0,77.0
hd 8750a,2011.8216560509554,384.0,16.0,1250.0,45.0,950.0,28.0,77.0
hd 8750m,2011.8407643312103,384.0,28.8,825.0,50.0,950.0,28.0,77.0
hd 8830m,2011.8598726114649,640.0,32.0,625.0,50.0,1.0,28.0,123.0
r5 220 oem,2011.8789808917197,80.0,8.528,1250.0,19.0,292.0,40.0,59.0
r5 230 oem,2011.8980891719746,160.0,10.67,1250.0,19.0,370.0,40.0,67.0
r5 235 oem,2011.9171974522294,160.0,14.4,1250.0,35.0,370.0,40.0,67.0
r5 235x oem,2011.936305732484,160.0,14.4,1250.0,18.0,370.0,40.0,67.0
r5 240 oem,2011.9554140127389,384.0,14.4,780.0,50.0,950.0,28.0,77.0
r5 m230 rebrand,2011.9745222929937,320.0,14.4,825.0,50.0,690.0,28.0,56.0
r7 240,2011.9936305732483,320.0,28.8,780.0,30.0,950.0,28.0,77.0
r7 240 oem,2012.0127388535032,320.0,28.8,780.0,50.0,950.0,28.0,77.0
r7 250,2012.031847133758,512.0,28.8,1250.0,55.0,1.0,28.0,123.0
r7 250,2012.0509554140128,512.0,28.8,1250.0,55.0,1.0,28.0,123.0
r7 250 oem,2012.0700636942674,384.0,32.0,1050.0,65.0,950.0,28.0,77.0
xbox one gpu,2012.0891719745223,768.0,68.22,1250.0,95.0,5.0,28.0,363.0
hd 6610,2012.1082802547771,400.0,25.6,1250.0,39.0,627.0,40.0,104.0
hd 6770 green edition,2012.1273885350317,720.0,21.34,1250.0,86.0,1.0,40.0,166.0
hd 7510 oem,2012.1464968152866,320.0,21.34,1250.0,39.0,716.0,40.0,118.0
hd 7570 oem,2012.1656050955414,400.0,25.6,1250.0,39.0,627.0,40.0,104.0
hd 8510 oem,2012.1847133757963,400.0,16.0,1250.0,39.0,627.0,40.0,104.0
hd 8510 oem,2012.2038216560509,480.0,25.6,1250.0,60.0,716.0,40.0,118.0
hd 8550 oem,2012.2229299363057,480.0,25.6,1250.0,60.0,716.0,40.0,118.0
hd 8570 oem,2012.2420382165606,384.0,28.8,780.0,50.0,950.0,28.0,77.0
hd 8570 oem rebrand,2012.2611464968154,480.0,25.6,1250.0,60.0,716.0,40.0,118.0
firepro m4100,2012.28025477707,384.0,64.0,1250.0,50.0,950.0,28.0,77.0
firepro m4150,2012.2993630573249,384.0,64.0,1250.0,50.0,950.0,28.0,77.0
firepro m5100,2012.3184713375797,640.0,72.0,775.0,50.0,1.0,28.0,123.0
firepro m6100,2012.3375796178343,768.0,88.0,1250.0,50.0,2.0,28.0,160.0
firepro r5000,2012.3566878980891,768.0,102.4,1250.0,150.0,2.0,28.0,212.0
firepro w5000 dvi,2012.375796178344,768.0,102.4,1250.0,75.0,2.0,28.0,212.0
playstation 4 gpu,2012.3949044585988,1152.0,176.0,1250.0,75.0,29.0,28.0,348.0
hd 6870 1600sp edition,2012.4140127388534,1600.0,134.4,1250.0,175.0,2.0,40.0,334.0
hd 7690m xt,2012.4331210191083,480.0,57.6,1250.0,25.0,716.0,40.0,118.0
hd 7720 oem,2012.4522292993631,800.0,134.4,1250.0,150.0,1.0,40.0,255.0
hd 7730,2012.4713375796177,384.0,72.0,1250.0,47.0,1.0,28.0,123.0
hd 7790,2012.4904458598726,896.0,96.0,1250.0,85.0,2.0,28.0,160.0
hd 7950 mac edition,2012.5095541401274,1792.0,240.0,1250.0,200.0,4.0,28.0,352.0
hd 7990,2012.5286624203823,2048.0,288.0,1000.0,375.0,4.0,28.0,365.0
hd 8470 oem,2012.5477707006369,160.0,25.6,1250.0,35.0,370.0,40.0,67.0
hd 8590m,2012.5668789808917,320.0,36.0,825.0,50.0,690.0,28.0,56.0
hd 8670 oem,2012.5859872611466,384.0,73.6,1050.0,75.0,950.0,28.0,77.0
hd 8690m,2012.6050955414012,320.0,32.0,975.0,50.0,690.0,28.0,56.0
hd 8730 oem,2012.624203821656,384.0,72.0,1250.0,47.0,1.0,28.0,123.0
hd 8740 oem,2012.6433121019109,512.0,72.0,1250.0,55.0,1.0,28.0,123.0
hd 8750m,2012.6624203821657,384.0,64.0,1250.0,50.0,950.0,28.0,77.0
hd 8760 oem,2012.6815286624203,640.0,72.0,1250.0,80.0,1.0,28.0,123.0
hd 8770 oem,2012.7006369426751,896.0,96.0,1250.0,85.0,2.0,28.0,160.0
hd 8770m,2012.71974522293,384.0,72.0,825.0,50.0,950.0,28.0,77.0
hd 8790m,2012.7388535031846,384.0,64.0,900.0,50.0,950.0,28.0,77.0
hd 8850m,2012.7579617834394,640.0,64.0,625.0,50.0,1.0,28.0,123.0
hd 8860 oem,2012.7770700636943,1280.0,179.2,1250.0,175.0,2.0,28.0,212.0
hd 8870 oem,2012.7961783439491,1280.0,153.6,1250.0,175.0,2.0,28.0,212.0
hd 8870m,2012.8152866242037,640.0,72.0,775.0,50.0,1.0,28.0,123.0
hd 8950 oem,2012.8343949044586,1792.0,240.0,925.0,200.0,4.0,28.0,352.0
hd 8950m,2012.8535031847134,768.0,88.0,1250.0,100.0,2.0,28.0,160.0
hd 8970 oem,2012.8726114649683,2048.0,264.0,1250.0,250.0,4.0,28.0,352.0
hd 8970m,2012.8917197452229,1280.0,153.6,900.0,100.0,2.0,28.0,212.0
hd 8990 oem,2012.9108280254777,2048.0,288.0,1000.0,375.0,4.0,28.0,365.0
r7 240,2012.9299363057326,320.0,73.6,700.0,30.0,950.0,28.0,77.0
r7 250,2012.9490445859872,384.0,73.6,1050.0,65.0,950.0,28.0,77.0
r7 250e,2012.968152866242,512.0,72.0,1250.0,55.0,1.0,28.0,123.0
r7 260,2012.9872611464968,768.0,96.0,1250.0,95.0,2.0,28.0,160.0
r7 260x,2013.0063694267517,896.0,104.0,1250.0,115.0,2.0,28.0,160.0
r9 255 oem,2013.0254777070063,512.0,73.6,930.0,65.0,1.0,28.0,123.0
r9 260 oem,2013.0445859872611,896.0,104.0,1250.0,85.0,2.0,28.0,160.0
r9 270,2013.063694267516,1280.0,179.2,925.0,150.0,2.0,28.0,212.0
r9 270x,2013.0828025477706,1280.0,179.2,1050.0,180.0,2.0,28.0,212.0
r9 280x,2013.1019108280254,2048.0,288.0,1000.0,250.0,4.0,28.0,352.0
r9 290,2013.1210191082803,2560.0,320.0,1250.0,275.0,6.0,28.0,438.0
r9 290x,2013.1401273885351,2816.0,320.0,1250.0,290.0,6.0,28.0,438.0
sky 500,2013.1592356687897,1280.0,153.6,1250.0,150.0,2.0,28.0,212.0
sky 700,2013.1783439490446,1792.0,264.0,1250.0,225.0,4.0,28.0,352.0
sky 900,2013.1974522292994,1792.0,240.0,950.0,300.0,4.0,28.0,352.0
firepro d300,2013.216560509554,1280.0,162.6,1250.0,150.0,2.0,28.0,212.0
firepro d500,2013.2356687898089,1536.0,243.8,1250.0,274.0,4.0,28.0,352.0
firepro d700,2013.2547770700637,2048.0,263.0,1250.0,274.0,4.0,28.0,352.0
firepro m6100,2013.2738853503186,896.0,96.0,1250.0,50.0,2.0,28.0,160.0
firepro s10000 passive 12gb,2013.2929936305732,1792.0,240.0,950.0,375.0,4.0,28.0,352.0
firepro s4000x,2013.312101910828,640.0,72.0,775.0,45.0,1.0,28.0,123.0
firepro s9050,2013.3312101910828,1792.0,264.0,1250.0,225.0,4.0,28.0,352.0
firepro s9100,2013.3503184713377,2560.0,320.0,1250.0,225.0,6.0,28.0,438.0
firepro s9150,2013.3694267515923,2816.0,320.0,1250.0,235.0,6.0,28.0,438.0
firepro w2100,2013.3885350318471,320.0,28.8,680.0,26.0,950.0,28.0,77.0
firepro w4100,2013.407643312102,512.0,64.0,1250.0,50.0,1.0,28.0,123.0
firepro w4170m,2013.4267515923566,384.0,64.0,900.0,50.0,950.0,28.0,77.0
firepro w5100,2013.4458598726114,768.0,96.0,1250.0,50.0,2.0,28.0,160.0
firepro w5170m,2013.4649681528663,640.0,72.0,925.0,50.0,1.0,28.0,123.0
firepro w6170m,2013.4840764331211,896.0,96.0,1250.0,50.0,2.0,28.0,160.0
firepro w7100,2013.5031847133757,1792.0,160.0,1250.0,150.0,5.0,28.0,366.0
firepro w8100,2013.5222929936306,2560.0,320.0,1250.0,220.0,6.0,28.0,438.0
firepro w9100,2013.5414012738854,2816.0,320.0,1250.0,275.0,6.0,28.0,438.0
e8860,2013.56050955414,640.0,72.0,625.0,37.0,1.0,28.0,123.0
hd 8210 igp,2013.5796178343949,128.0,40.0,1250.0,8.0,1.0,28.0,110.0
hd 8530m,2013.5987261146497,320.0,14.4,700.0,50.0,950.0,28.0,77.0
hd 8550m,2013.6178343949045,320.0,14.4,850.0,50.0,690.0,28.0,56.0
r4 mobile graphics,2013.6369426751592,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r4 mobile graphics,2013.656050955414,192.0,40.0,1250.0,17.0,2.0,28.0,245.0
r4e mobile graphics,2013.6751592356688,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r5 230,2013.6942675159235,160.0,10.67,1250.0,19.0,370.0,40.0,67.0
r5 a220,2013.7133757961783,160.0,14.4,1250.0,35.0,370.0,40.0,67.0
r5 a230,2013.7324840764331,320.0,16.0,855.0,50.0,690.0,28.0,56.0
r5 a240,2013.751592356688,320.0,14.4,1250.0,50.0,690.0,28.0,56.0
r5 a240,2013.7707006369426,320.0,28.8,780.0,50.0,950.0,28.0,77.0
r5 a255,2013.7898089171974,384.0,64.0,940.0,50.0,1.0,28.0,125.0
r5 graphics,2013.8089171974523,256.0,40.0,1250.0,15.0,2.0,28.0,245.0
r5 graphics,2013.8280254777071,256.0,40.0,1250.0,15.0,2.0,28.0,245.0
r5 m230,2013.8471337579617,320.0,16.0,1250.0,50.0,690.0,28.0,56.0
r5 m230,2013.8662420382166,320.0,16.0,855.0,50.0,690.0,28.0,56.0
r5 m230 rebrand,2013.8853503184714,320.0,14.4,850.0,50.0,690.0,28.0,56.0
r5 m240,2013.904458598726,320.0,14.4,1030.0,50.0,690.0,28.0,56.0
r5 m240 rebrand,2013.9235668789809,384.0,14.4,700.0,50.0,950.0,28.0,77.0
r5 m255,2013.9426751592357,384.0,32.0,940.0,50.0,1.0,28.0,125.0
r5 mobile graphics,2013.9617834394905,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r5 mobile graphics,2013.9808917197452,256.0,40.0,1250.0,17.0,2.0,28.0,245.0
r5e mobile graphics,2014.0,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r6 m255dx,2014.0191082802548,320.0,40.0,855.0,50.0,690.0,28.0,56.0
r6 m255dx,2014.0382165605095,384.0,40.0,940.0,50.0,1.0,28.0,125.0
r6 mobile graphics,2014.0573248407643,384.0,40.0,1250.0,17.0,2.0,28.0,245.0
r7 250x,2014.0764331210191,640.0,72.0,1250.0,80.0,1.0,28.0,123.0
r7 250xe,2014.095541401274,640.0,72.0,1250.0,80.0,1.0,28.0,123.0
r7 265,2014.1146496815286,1024.0,179.2,925.0,150.0,2.0,28.0,212.0
r7 265x oem,2014.1337579617834,1280.0,179.2,925.0,150.0,2.0,28.0,212.0
r7 a260,2014.1528662420383,384.0,57.6,980.0,50.0,1.0,28.0,125.0
r7 a265,2014.1719745222929,384.0,28.8,825.0,50.0,950.0,28.0,77.0
r7 graphics,2014.1910828025477,512.0,40.0,1250.0,25.0,2.0,28.0,245.0
r7 graphics,2014.2101910828026,384.0,40.0,1250.0,25.0,2.0,28.0,245.0
r7 m260,2014.2292993630574,384.0,14.4,980.0,50.0,1.0,28.0,125.0
r7 m260dx,2014.248407643312,320.0,40.0,1030.0,50.0,690.0,28.0,56.0
r7 m260dx,2014.2675159235669,320.0,40.0,855.0,50.0,690.0,28.0,56.0
r7 m260dx,2014.2866242038217,384.0,40.0,940.0,50.0,1.0,28.0,125.0
r7 m265,2014.3057324840765,384.0,28.8,825.0,50.0,950.0,28.0,77.0
r7 m265,2014.3248407643312,384.0,14.4,980.0,50.0,1.0,28.0,125.0
r7 m265dx,2014.343949044586,384.0,40.0,980.0,50.0,1.0,28.0,125.0
r7 m265dx,2014.3630573248408,320.0,40.0,855.0,50.0,690.0,28.0,56.0
r7 m265dx,2014.3821656050955,384.0,40.0,940.0,50.0,1.0,28.0,125.0
r7 m270,2014.4012738853503,384.0,28.8,825.0,50.0,950.0,28.0,77.0
r7 m270dx,2014.4203821656051,384.0,40.0,980.0,50.0,1.0,28.0,125.0
r7 m270dx,2014.43949044586,320.0,40.0,855.0,50.0,690.0,28.0,56.0
r7 mobile graphics,2014.4585987261146,384.0,40.0,1250.0,25.0,2.0,28.0,245.0
r9 280,2014.4777070063694,1792.0,240.0,933.0,200.0,4.0,28.0,352.0
r9 285,2014.4968152866243,1792.0,176.0,1250.0,190.0,5.0,28.0,366.0
r9 290x2,2014.5159235668789,2816.0,345.6,1250.0,580.0,6.0,28.0,438.0
r9 295x2,2014.5350318471337,2816.0,320.0,1250.0,500.0,6.0,28.0,438.0
r9 m265x,2014.5541401273886,640.0,64.0,625.0,50.0,1.0,28.0,123.0
r9 m270x,2014.5732484076434,640.0,64.0,775.0,50.0,1.0,28.0,123.0
r9 m275,2014.592356687898,640.0,64.0,925.0,50.0,1.0,28.0,123.0
r9 m275x,2014.6114649681529,640.0,72.0,925.0,50.0,1.0,28.0,123.0
r9 m290x,2014.6305732484077,1280.0,153.6,900.0,100.0,2.0,28.0,212.0
r9 m290x mac edition,2014.6496815286623,1024.0,174.7,975.0,80.0,2.0,28.0,212.0
r9 m295x,2014.6687898089172,2048.0,160.0,1250.0,250.0,5.0,28.0,366.0
r9 m295x mac edition,2014.687898089172,2048.0,174.3,1250.0,250.0,5.0,28.0,366.0
firepro m4170,2014.7070063694268,384.0,64.0,900.0,50.0,950.0,28.0,77.0
firepro s9170,2014.7261146496814,2816.0,320.0,1250.0,275.0,6.0,28.0,438.0
firepro w4170m,2014.7452229299363,384.0,64.0,900.0,50.0,950.0,28.0,77.0
firepro w4190m,2014.7643312101911,384.0,64.0,900.0,50.0,950.0,28.0,77.0
firepro w4300,2014.783439490446,768.0,96.0,1250.0,50.0,2.0,28.0,160.0
firepro w5130m,2014.8025477707006,512.0,64.0,925.0,50.0,1.0,28.0,123.0
firepro w6150m,2014.8216560509554,768.0,88.0,1250.0,50.0,2.0,28.0,160.0
firepro w7170m,2014.8407643312103,2048.0,160.0,1250.0,100.0,5.0,28.0,366.0
e6465,2014.8598726114649,160.0,25.6,1250.0,25.0,370.0,40.0,67.0
e8870 mxm,2014.8789808917197,768.0,96.0,1250.0,75.0,2.0,28.0,160.0
e8870 pcie,2014.8980891719746,768.0,96.0,1250.0,75.0,2.0,28.0,160.0
e8950,2014.9171974522294,2048.0,192.0,1000.0,95.0,5.0,28.0,366.0
r2 mobile graphics,2014.936305732484,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r2 mobile graphics,2014.9554140127389,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r2e mobile graphics,2014.9745222929937,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r3 mobile graphics,2014.9936305732483,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r3e mobile graphics,2015.0127388535032,128.0,40.0,1250.0,15.0,930.0,28.0,107.0
r5 310 oem,2015.031847133758,160.0,14.4,1250.0,35.0,370.0,40.0,67.0
r5 310 oem,2015.0509554140128,160.0,12.88,1250.0,35.0,370.0,40.0,67.0
r5 330 oem,2015.0700636942674,320.0,14.4,855.0,50.0,690.0,28.0,56.0
r5 340 oem,2015.0891719745223,384.0,36.8,780.0,65.0,950.0,28.0,77.0
r5 340x oem,2015.1082802547771,384.0,16.0,1250.0,65.0,950.0,28.0,77.0
r5 a320,2015.1273885350317,320.0,16.0,825.0,50.0,690.0,28.0,56.0
r5 a330,2015.1464968152866,320.0,14.4,1250.0,50.0,690.0,28.0,56.0
r5 a335,2015.1656050955414,320.0,14.4,1250.0,50.0,690.0,28.0,56.0
r5 m315,2015.1847133757963,384.0,14.4,1250.0,50.0,1.0,28.0,125.0
r5 m320,2015.2038216560509,320.0,16.0,855.0,50.0,690.0,28.0,56.0
r5 m330,2015.2229299363057,320.0,14.4,1030.0,18.0,690.0,28.0,56.0
r5 m335,2015.2420382165606,320.0,14.4,1250.0,50.0,690.0,28.0,56.0
r5 mobile graphics,2015.2611464968154,384.0,40.0,720.0,15.0,1.0,28.0,125.0
r6 m335dx,2015.28025477707,384.0,40.0,1030.0,50.0,690.0,28.0,56.0
r6 m340dx,2015.2993630573249,384.0,40.0,1030.0,50.0,690.0,28.0,56.0
r6 mobile graphics,2015.3184713375797,384.0,40.0,720.0,15.0,1.0,28.0,125.0
r7 340 oem,2015.3375796178343,384.0,64.0,780.0,50.0,950.0,28.0,77.0
r7 340 oem,2015.3566878980891,384.0,28.8,780.0,50.0,950.0,28.0,77.0
r7 350 fake card,2015.375796178344,384.0,36.8,1250.0,35.0,950.0,28.0,77.0
r7 350 oem,2015.3949044585988,384.0,73.6,1050.0,65.0,950.0,28.0,77.0
r7 350x oem,2015.4140127388534,384.0,32.0,1050.0,65.0,950.0,28.0,77.0
r7 360,2015.4331210191083,768.0,96.0,1050.0,100.0,2.0,28.0,160.0
r7 360 896sp,2015.4522292993631,896.0,96.0,1250.0,85.0,2.0,28.0,160.0
r7 360e,2015.4713375796177,768.0,96.0,1250.0,75.0,2.0,28.0,160.0
r7 370,2015.4904458598726,1024.0,179.2,975.0,110.0,2.0,28.0,212.0
r7 a360,2015.5095541401274,384.0,14.4,1125.0,50.0,1.0,28.0,125.0
r7 a360,2015.5286624203823,384.0,28.8,825.0,50.0,950.0,28.0,77.0
r7 m260x,2015.5477707006369,384.0,64.0,715.0,50.0,950.0,28.0,77.0
r7 m340,2015.5668789808917,320.0,16.0,1021.0,50.0,1.0,28.0,125.0
r7 m340,2015.5859872611466,384.0,16.0,715.0,50.0,950.0,28.0,77.0
r7 m350,2015.6050955414012,384.0,16.0,1015.0,50.0,1.0,28.0,125.0
r7 m350 2gb,2015.624203821656,384.0,64.0,1250.0,50.0,950.0,28.0,77.0
r7 m360,2015.6433121019109,384.0,14.4,1125.0,50.0,1.0,28.0,125.0
r7 m365x,2015.6624203821657,384.0,64.0,1250.0,50.0,950.0,28.0,77.0
r7 m370,2015.6815286624203,384.0,57.6,960.0,50.0,950.0,28.0,77.0
r7 m380,2015.7006369426751,640.0,32.0,915.0,50.0,1.0,28.0,123.0
r7 mobile graphics,2015.71974522293,512.0,40.0,720.0,15.0,1.0,28.0,125.0
r8 m350dx,2015.7388535031846,384.0,40.0,1030.0,50.0,690.0,28.0,56.0
r8 m365dx,2015.7579617834394,384.0,40.0,1125.0,50.0,1.0,28.0,125.0
r9 270 1024sp,2015.7770700636943,1024.0,153.6,925.0,150.0,2.0,28.0,212.0
r9 360 oem,2015.7961783439491,768.0,104.0,1050.0,75.0,2.0,28.0,160.0
r9 370,2015.8152866242037,1280.0,179.2,975.0,110.0,2.0,28.0,212.0
r9 370 1024sp,2015.8343949044586,1024.0,179.2,975.0,150.0,2.0,28.0,212.0
r9 370x,2015.8535031847134,1280.0,179.2,1030.0,180.0,2.0,28.0,212.0
r9 380,2015.8726114649683,1792.0,176.0,1250.0,190.0,5.0,28.0,366.0
r9 380 oem,2015.8917197452229,1792.0,176.0,1250.0,190.0,5.0,28.0,366.0
r9 380x,2015.9108280254777,2048.0,182.4,1250.0,190.0,5.0,28.0,366.0
r9 390,2015.9299363057326,2560.0,384.0,1250.0,275.0,6.0,28.0,438.0
r9 390 x2,2015.9490445859872,2560.0,345.6,1250.0,580.0,6.0,28.0,438.0
r9 390x,2015.968152866242,2816.0,384.0,1250.0,275.0,6.0,28.0,438.0
r9 a375,2015.9872611464968,640.0,72.0,1250.0,50.0,1.0,28.0,123.0
r9 fury,2016.0063694267517,3584.0,512.0,1250.0,275.0,8.0,28.0,596.0
r9 fury x,2016.0254777070063,4096.0,512.0,1250.0,275.0,8.0,28.0,596.0
r9 m270x,2016.0445859872611,768.0,88.0,1000.0,50.0,2.0,28.0,160.0
r9 m280x,2016.063694267516,896.0,88.0,1000.0,50.0,2.0,28.0,160.0
r9 m280x,2016.0828025477706,896.0,96.0,1100.0,50.0,2.0,28.0,160.0
r9 m360,2016.1019108280254,512.0,72.0,925.0,50.0,1.0,28.0,123.0
r9 m365x,2016.1210191082803,640.0,72.0,925.0,50.0,1.0,28.0,123.0
r9 m370x mac edition,2016.1401273885351,640.0,72.0,800.0,50.0,1.0,28.0,123.0
r9 m375,2016.1592356687897,640.0,28.8,1015.0,50.0,1.0,28.0,123.0
r9 m375x,2016.1783439490446,640.0,72.0,1015.0,50.0,1.0,28.0,123.0
r9 m380,2016.1974522292994,768.0,96.0,1000.0,50.0,2.0,28.0,160.0
r9 m380 mac edition,2016.216560509554,768.0,100.4,1021.0,50.0,2.0,28.0,160.0
r9 m385,2016.2356687898089,896.0,76.8,1000.0,50.0,2.0,28.0,160.0
r9 m385x,2016.2547770700637,896.0,76.8,1100.0,50.0,2.0,28.0,160.0
r9 m390 mac edition,2016.2738853503186,1024.0,174.7,1250.0,80.0,2.0,28.0,212.0
r9 m390x,2016.2929936305732,2048.0,160.0,1250.0,75.0,5.0,28.0,366.0
r9 m395 mac edition,2016.312101910828,1792.0,174.7,1250.0,250.0,5.0,28.0,366.0
r9 m395x,2016.3312101910828,2048.0,160.0,1250.0,75.0,5.0,28.0,366.0
r9 m395x mac edition,2016.3503184713377,2048.0,174.7,1250.0,250.0,5.0,28.0,366.0
r9 nano,2016.3694267515923,4096.0,512.0,1250.0,175.0,8.0,28.0,596.0
firepro s7100x,2016.3885350318471,2048.0,160.0,1250.0,100.0,5.0,28.0,366.0
firepro s7150,2016.407643312102,2048.0,160.0,1250.0,150.0,5.0,28.0,366.0
firepro s7150 x2,2016.4267515923566,1792.0,160.0,1250.0,265.0,5.0,28.0,366.0
firepro s9300 x2,2016.4458598726114,4096.0,512.0,1250.0,300.0,8.0,28.0,596.0
playstation 4 pro gpu,2016.4649681528663,2304.0,217.6,1250.0,150.0,5.0,16.0,322.0
playstation 4 slim gpu,2016.4840764331211,1152.0,176.0,1250.0,75.0,29.0,16.0,209.0
e9260 mxm,2016.5031847133757,896.0,112.0,1250.0,50.0,3.0,14.0,123.0
e9260 pcie,2016.5222929936306,896.0,112.0,1200.0,80.0,3.0,14.0,123.0
e9550 mxm,2016.5414012738854,2304.0,160.0,1244.0,95.0,5.0,14.0,232.0
instinct mi6,2016.56050955414,2304.0,224.0,1233.0,150.0,5.0,14.0,232.0
